Y,age35_twogrid,local_threegrid,people_threegrid,rich1_threegrid,road,internetj1500,entertainmentj1000,residentialj1000,atmj1500,hospitalj1500,non_local_twogrid,age25_threegrid
0,0.169583585,0.666828794,2056,0,38.86194519,0,0,10,0,0,0.307785154,0.348249027
0,0.155080214,0.680537495,2307,0,39.59090317,0,0,11,0,0,0.296791444,0.341569137
0,0.159407666,0.668725435,1781,0,39.92211044,0,0,13,0,0,0.338850174,0.358787198
0,0.185554172,0.598484848,2376,0,40.22642075,0,0,10,0,0,0.427148194,0.343013468
0,0.179408138,0.591908531,2274,0,40.5100267,0,0,9,0,0,0.438964242,0.331574318
0,0.181650246,0.578746825,2362,0,40.78455169,0,0,11,0,0,0.456280788,0.33446232
0,0.190071848,0.56951274,2237,0,41.03883489,0,0,11,2,0,0.462442848,0.313366115
0.000250369,0.185003073,0.557106599,2364,0,41.25459277,0,0,12,2,0,0.424093423,0.299915398
5.31092557,0.152495426,0.55049372,56611,0,12.01399986,24,53,262,222,63,0.402673308,0.286145802
5.708235283,0.151327691,0.560164697,61689,0,13.55720795,24,58,334,267,67,0.389240012,0.274408728
5.599221684,0.151136512,0.580371374,73403,5.45E-05,13.05706657,29,62,358,302,121,0.365682374,0.273408444
5.222045021,0.148090767,0.595474312,76806,5.21E-05,13.78375137,36,65,391,345,144,0.345211329,0.271866781
4.768029131,0.144903405,0.607204335,78425,5.10E-05,16.22023846,39,60,370,394,169,0.300779165,0.27372649
4.348135012,0.142666566,0.641300685,71224,5.62E-05,16.31534298,35,68,366,410,173,0.288127061,0.272352016
4.076640199,0.141592711,0.657190635,68172,5.87E-05,13.24062283,34,75,386,418,189,0.288155248,0.284735669
4.11525537,0.145404438,0.659515237,74717,5.35E-05,15.19954159,29,71,369,403,185,0.293753239,0.2894522
4.351269296,0.148429083,0.674397649,72134,0,16.75291172,23,67,359,386,183,0.279225205,0.291263482
4.513544403,0.155769544,0.676336787,70561,0,19.14276649,21,62,352,358,185,0.272625776,0.292668755
4.468642873,0.164552554,0.686134365,66178,0,19.19305786,20,66,356,331,191,0.268268418,0.292438575
4.242234471,0.187686606,0.695491968,64862,0,18.79219955,17,65,360,299,172,0.259034284,0.282923746
3.818114803,0.20691238,0.700072121,62395,0,19.05458519,25,49,309,292,176,0.24927771,0.266816251
3.289195209,0.225675108,0.707346723,56760,0,18.61956825,28,31,308,265,174,0.274062204,0.253435518
2.731455202,0.229997855,0.683833382,51495,0,18.38071411,25,35,304,225,127,0.290138353,0.24194582
2.157777996,0.229260634,0.677994973,48139,0,19.60871223,19,36,276,197,99,0.292121039,0.237645153
1.617901084,0.226726254,0.677152074,47431,0,23.28060334,17,34,267,172,72,0.296342922,0.226855854
1.215219189,0.168673459,0.675358094,55572,0,25.11472542,17,32,250,146,57,0.29631059,0.204887353
1.003755792,0.157004559,0.6750054,50927,0,26.56700294,17,27,215,127,52,0.297968143,0.203330257
0.83683417,0.148864722,0.66120332,43380,0,27.680383,17,30,174,104,41,0.297144089,0.200668511
0.633596375,0.148599954,0.663987469,38942,0,28.86112762,16,27,134,91,32,0.30149757,0.203173951
0.39331587,0.133072937,0.665852521,36439,0,30.32000244,16,17,109,76,22,0.305514734,0.205247125
0.195610559,0.215090475,0.661676456,31328,0,31.88530411,11,14,85,56,15,0.337999317,0.213930031
0.081728546,0.192296383,0.6093265,13853,0,33.41693359,7,14,63,39,5,0.428991473,0.286291778
0.019089739,0.190264173,0.458045905,7973,0,33.91566055,3,11,36,31,2,0.577916296,0.301643045
0.001627474,0.18989488,0.44131803,5402,0,34.10347855,3,8,23,24,1,0.626992201,0.309700111
0,0.191945804,0.411834041,4242,0,34.21319473,3,1,7,15,1,0.680090327,0.299858557
0,0.192795743,0.323383085,3417,0,34.26182938,3,0,1,9,1,0.731068359,0.297336845
0,0.202979516,0.289345064,3069,0,34.28386856,1,0,3,1,0,0.744413408,0.285109156
0,0.268551237,0.237416481,2245,0,34.10127609,0,0,6,0,0,0.713780919,0.291314031
0,0.212368728,0.488355681,1417,0,34.05975082,0,0,6,0,0,0.446907818,0.337332392
0,0.193932828,0.544127867,1439,0,34.03168106,0,0,6,0,0,0.393282774,0.346768589
0,0.179710145,0.585485855,1626,0,34.95673553,0,0,6,0,0,0.326570048,0.362853629
0,0.193133047,0.63175868,1757,0,36.98820145,0,0,6,0,0,0.293562232,0.350028458
0,0.1663286,0.6643324,2142,0,39.02524338,0,0,10,0,0,0.273833671,0.370214753
0,0.159319412,0.671047391,2511,0,39.56049866,0,0,11,0,0,0.276875483,0.366387893
0,0.164688427,0.651815981,2065,0,39.90202744,0,0,11,0,0,0.315281899,0.382082324
0,0.185041551,0.594959825,2738,0,40.21566269,0,0,8,0,0,0.4,0.356464573
0,0.17704918,0.593442623,2745,0,40.46482697,0,0,9,0,0,0.407103825,0.343897996
0.00143155,0.180517336,0.591423671,2915,0,40.73859116,0,0,11,2,0,0.43203082,0.34271012
0.016392771,0.186571271,0.594958564,2896,0,40.99848412,0,0,12,2,0,0.430379747,0.300069061
0.037432335,0.174839029,0.593781012,3023,0,41.22934239,0,0,12,2,0,0.390787519,0.279192855
0.050633803,0.151291513,0.605555556,2880,0,41.43996104,0,0,11,2,0,0.308487085,0.269791667
0.012177838,0.127201566,0.676067073,1312,0,41.89484207,0,0,5,2,0,0.318982387,0.243902439
0,0.115384615,0,147,0,42.08308136,0,0,5,2,0,0.615384615,0
6.068936569,0.147736344,0.563559102,57655,0,11.74576218,23,52,264,239,64,0.376325693,0.288786749
6.450721054,0.146666989,0.572916667,63840,0,13.12094883,25,54,303,277,92,0.363935298,0.27827381
6.302158463,0.145972151,0.591679406,76533,5.23E-05,12.61791561,28,59,331,311,112,0.345023208,0.275867926
5.87834824,0.14159162,0.603988752,76816,5.21E-05,12.68039528,34,73,360,347,144,0.335264605,0.278314414
5.400809867,0.140129931,0.603651894,80780,4.95E-05,13.68822304,35,76,361,404,165,0.31750959,0.279834117
4.988739972,0.140546234,0.623751327,73478,5.44E-05,13.43763287,34,93,375,424,183,0.31201565,0.278491521
4.748024683,0.138773487,0.632789987,68710,5.82E-05,12.85713966,33,92,388,420,188,0.324544425,0.283670499
4.819880501,0.141771754,0.631557675,74226,5.39E-05,14.12291576,30,73,380,412,185,0.338458426,0.285627678
5.089245263,0.144713138,0.639824492,70424,0,14.5764637,28,71,375,391,191,0.329504271,0.286223447
5.196925195,0.15211667,0.642027484,72405,0,16.02571358,21,68,357,358,188,0.316296446,0.280588357
5.046767292,0.161669736,0.659039451,66691,0,16.98027718,19,73,359,332,189,0.308753837,0.277668651
4.653662446,0.18620813,0.674507834,65679,0,17.8588974,18,67,373,309,189,0.284626587,0.268304938
4.038213722,0.208972209,0.687631321,64251,0,18.24072708,23,63,360,306,186,0.261829181,0.257754743
3.331942484,0.228608358,0.701278168,60086,0,18.48893364,25,36,332,289,194,0.27014218,0.246529974
2.654219321,0.234857775,0.688591859,57757,0,18.91097326,24,27,306,245,136,0.282684773,0.239711204
2.00186047,0.235766912,0.683952997,53954,0,18.7484479,21,31,302,227,119,0.282237744,0.236757238
1.402707298,0.238937404,0.683444635,54357,0,20.8640451,19,35,299,203,100,0.29247083,0.228783781
0.972693238,0.203129298,0.681074065,61635,0,23.74000771,17,34,269,166,74,0.342125172,0.209507585
0.753746018,0.191852825,0.678184668,56144,0,25.3281546,17,37,225,136,55,0.351867843,0.207288401
0.571755702,0.186075248,0.667732719,46902,0,27.47226509,17,27,183,111,49,0.360347693,0.203317556
0.379177408,0.184665428,0.658235642,40604,0,28.70823975,15,20,133,94,37,0.372165428,0.201088563
0.189894548,0.166261518,0.657273093,37295,0,30.10496819,12,19,105,73,23,0.389620668,0.201742861
0.070280857,0.220497935,0.651319023,30515,0,31.83026764,9,16,95,61,18,0.337836329,0.208159921
0.018896533,0.196278826,0.589321919,13317,0,33.42241104,3,13,57,42,6,0.432914046,0.274235939
0.002924938,0.186090226,0.446768537,7984,0,33.90633896,3,13,40,32,2,0.56820623,0.286197395
0.000163725,0.191311853,0.414737198,5917,0,33.98943268,3,10,29,23,1,0.599827388,0.28815278
0,0.186499215,0.392423507,4118,0,34.10418198,3,4,13,15,1,0.642700157,0.291889267
0,0.18321392,0.32718894,3472,0,34.18200699,3,0,5,13,1,0.685090413,0.29781106
0,0.197196262,0.287438825,3065,0,34.22824921,2,0,3,3,0,0.752336449,0.284502447
0,0.247311828,0.235031278,2238,0,34.25742172,0,0,3,0,0,0.73655914,0.290884718
0,0.210958904,0.463728191,1089,0,34.27637253,0,0,6,0,0,0.515068493,0.333333333
0,0.19123506,0.533944954,1090,0,34.21462479,0,0,6,0,0,0.443559097,0.34587156
0,0.18128655,0.579744817,1254,0,34.24738174,0,0,6,0,0,0.362573099,0.353269537
0,0.201160542,0.63577118,1381,0,36.94080063,0,0,6,0,0,0.330754352,0.343953657
0,0.170697996,0.679431072,1828,0,38.60904236,0,0,10,0,0,0.305459572,0.374726477
0,0.164078325,0.686231244,2266,0,39.53912399,0,0,13,0,0,0.301147873,0.372903795
0,0.161945813,0.648673376,2186,0,39.91967743,0,0,8,0,0,0.331896552,0.381061299
0,0.157338308,0.601163985,2921,0,40.25371445,0,0,7,0,0,0.314054726,0.347826087
0.002856782,0.145686901,0.607893885,3091,0,40.51312744,0,0,8,2,0,0.315015974,0.339372371
0.03109971,0.140764331,0.619494174,3519,0,40.80697128,0,0,11,2,0,0.334394904,0.328502415
0.077553882,0.141481036,0.629512516,3795,0,41.07330645,0,0,12,2,0,0.314268513,0.267720685
0.11998265,0.133472367,0.631719128,4130,0,41.30762619,0,0,12,2,0,0.275808133,0.234624697
0.143232327,0.129219409,0.636947218,4206,0,41.46896317,0,0,14,2,0,0.286919831,0.227769853
0.140416894,0.119292237,0.661911555,3505,0,41.65321438,0,0,10,2,0,0.283105023,0.225392297
0.113752734,0.126339969,0.65735568,3222,0,41.77323829,0,0,7,2,0,0.267228178,0.228429547
0.023493962,0.155902004,0.541648303,2269,0,42.17693604,0,0,7,2,0,0.467706013,0.268400176
6.575138375,0.155117905,0.585786821,52782,0,12.12171919,26,52,252,235,66,0.364387853,0.293452313
6.937749924,0.151421002,0.596024175,60063,0,12.18003773,26,68,286,291,103,0.354696532,0.279772905
6.791894733,0.146996175,0.611325164,71893,5.56E-05,11.40206184,30,73,308,320,111,0.341440619,0.278135563
6.37599421,0.14163003,0.619501929,71275,5.61E-05,11.39303677,33,84,339,350,132,0.337864953,0.279705367
5.885567825,0.138026854,0.610059118,76627,5.22E-05,11.62704079,35,94,355,389,160,0.342143873,0.279483733
5.448046712,0.137369477,0.613582653,72357,5.53E-05,11.34180103,35,105,373,406,177,0.347171058,0.277899858
5.250453598,0.138906348,0.617832365,69043,5.79E-05,12.10731777,33,104,385,400,185,0.360919059,0.279767681
5.332514578,0.143851852,0.614021114,74074,5.40E-05,13.46891617,30,92,348,394,184,0.37362963,0.281488781
5.542486161,0.148630568,0.612173888,69838,0,14.34511631,27,70,370,388,186,0.362820715,0.279733097
5.562977445,0.159677968,0.618253826,72467,0,15.71656063,21,71,364,363,186,0.33887756,0.27488374
5.261297904,0.170281326,0.637814828,64837,0,17.1192981,18,75,381,350,199,0.319651713,0.271742986
4.711988879,0.193410977,0.658076064,63131,0,18.08591385,19,73,401,331,193,0.290178022,0.26003073
3.969054824,0.214258291,0.676073328,58859,0,18.61077621,20,65,382,319,197,0.257671067,0.248967872
3.171284125,0.229148051,0.694378376,54237,0,18.92434854,22,50,351,286,181,0.255584656,0.236204067
2.455643931,0.233888039,0.691035013,54579,0,18.73405713,27,32,302,269,129,0.25994073,0.23074809
1.791858729,0.23644413,0.688128656,51797,0,17.83874748,20,31,301,242,119,0.262900655,0.227252544
1.241954285,0.239711363,0.684406479,52913,0,17.92653679,18,31,299,218,109,0.276702878,0.223669042
0.891389042,0.201319062,0.653230428,52346,0,21.69603294,17,30,275,181,83,0.33502721,0.227257097
0.684403683,0.194651371,0.64719377,49693,0,24.0982711,16,35,234,153,75,0.350975864,0.230736723
0.488932563,0.190631382,0.62757888,40473,0,26.29581894,16,26,189,125,54,0.374788163,0.233983149
0.309810643,0.184613301,0.60511683,32911,0,27.88083611,11,24,147,97,39,0.392252472,0.23751937
0.15527769,0.162160627,0.594005259,28525,0,29.34028709,9,17,115,72,28,0.414972169,0.242524102
0.056945883,0.211648631,0.576061213,21956,0,30.91679375,4,16,84,53,17,0.379482283,0.25605757
0.008962816,0.188882364,0.597936569,13085,0,32.33828888,3,13,54,52,9,0.455275005,0.26885747
0.000243838,0.174088253,0.463571971,7906,0,33.02960831,3,12,42,34,4,0.56336893,0.277004806
0,0.192265795,0.42450879,5802,0,33.03634064,3,12,26,22,1,0.586873638,0.27628404
0,0.186590765,0.397326853,4115,0,33.75526138,3,9,10,15,1,0.643896268,0.283596598
0,0.184174153,0.338582677,3556,0,33.88810516,3,0,5,13,1,0.688666206,0.292744657
0,0.19924457,0.284158416,3030,0,33.94119904,2,0,3,5,0,0.756846081,0.285478548
0,0.210776545,0.418103448,928,0,34.00293777,0,0,3,0,0,0.568938193,0.353448276
0,0.193861066,0.492849285,909,0,34.23722443,0,0,4,0,0,0.500807754,0.357535754
0,0.194730813,0.615776081,1179,0,37.71519257,0,0,4,0,0,0.375715922,0.362171332
0,0.156178923,0.629537544,2011,0,38.3024382,0,0,8,0,0,0.33510235,0.35504724
0,0.16611074,0.651879699,2660,0,38.81807465,0,0,8,0,0,0.323549033,0.340977444
0,0.155542312,0.639662183,3197,0,39.51686005,0,0,7,0,0,0.333730632,0.288708164
2.80E-05,0.151515152,0.645494449,3873,0,40.14189499,0,0,7,2,0,0.30703259,0.263361735
0.0253118,0.150082463,0.666596417,4745,0,40.48256033,0,0,8,2,0,0.299065421,0.237302424
0.086611763,0.145641026,0.670342523,5985,0,40.67151388,0,0,11,2,0,0.295897436,0.215873016
0.158667764,0.126397248,0.708611376,9441,0,41.05269287,0,0,15,2,0,0.275580396,0.125092681
0.217413155,0.121423587,0.711752137,18720,0,41.32529022,0,0,15,2,0,0.26064201,0.077884615
0.248638814,0.120355146,0.712955531,18687,0,41.61371582,0,0,16,2,0,0.280828675,0.080109167
0.245612589,0.105245347,0.707590973,18522,0,41.86855133,0,0,11,2,0,0.294077834,0.085951841
0.211720637,0.100558659,0.701927941,17791,0,41.75514999,0,0,11,2,0,0.308858739,0.089258614
0.148173788,0.101027397,0.694699012,16695,0,41.80894573,0,0,11,2,0,0.353310502,0.086912249
0.016472664,0.146268657,0,147,0,41.79727496,0,0,4,2,0,0.562189055,1
0,0,0,147,0,41.65576385,0,0,2,0,0,1,1
6.740995598,0.163539634,0.602314871,49074,0,11.80622952,27,58,246,223,77,0.358181704,0.29206912
7.002712436,0.16334236,0.60799676,56798,0,11.49795178,26,72,253,268,99,0.345016144,0.276840734
6.845912439,0.157515596,0.615917219,65426,6.11E-05,10.94219776,31,76,266,306,110,0.332854738,0.274493321
6.46703441,0.152032563,0.61880592,65607,6.10E-05,10.63127266,34,81,303,327,114,0.333588835,0.274802994
5.987049562,0.143118086,0.602988909,72401,5.52E-05,10.78071335,36,94,333,370,143,0.354206329,0.274568031
5.549975182,0.140604397,0.593493569,68732,5.82E-05,10.89557468,35,111,356,382,173,0.356045316,0.272624105
5.364784967,0.138082477,0.596810066,65644,6.09E-05,12.6431065,34,106,351,394,172,0.374150166,0.272302114
5.429440513,0.143505981,0.601103147,71432,5.60E-05,13.52993458,30,95,356,393,184,0.38548308,0.268255124
5.564584397,0.148780048,0.601621054,70448,0,14.16682579,27,83,355,366,185,0.37592975,0.266650579
5.492893788,0.161256134,0.610942747,73254,0,15.63771839,23,75,347,352,195,0.352371956,0.263316679
5.120394292,0.174120712,0.629370629,65780,0,17.04000526,18,74,370,327,215,0.32926362,0.258847674
4.463846923,0.197121904,0.654635087,64303,0,17.81870354,19,73,383,327,221,0.300954753,0.247904452
3.652602038,0.216401477,0.675375461,59327,0,18.88386675,20,66,383,333,215,0.258168774,0.235727409
2.878925377,0.226815963,0.690648809,54207,0,19.8013597,21,52,368,305,199,0.255060293,0.229379969
2.214289895,0.225263911,0.693163549,54736,0,19.22845627,19,39,329,279,160,0.25535874,0.225573663
1.653206406,0.22433164,0.688302248,52275,0,17.48273346,16,31,300,246,151,0.259260633,0.223338116
1.224442727,0.220708564,0.688720749,52734,0,17.44235474,17,30,288,211,133,0.277385083,0.22165965
0.957376853,0.212259706,0.656804961,52087,0,20.38997925,16,28,254,178,83,0.303006031,0.227484785
0.779961367,0.209386088,0.647114858,49339,0,23.21205597,16,34,232,158,73,0.308784002,0.232797584
0.602199379,0.211864407,0.625819744,39799,0,25.48114014,14,32,185,129,66,0.342319498,0.238096435
0.402342473,0.207152136,0.596967802,31990,0,27.14116684,10,27,140,109,47,0.369603423,0.241137856
0.22378757,0.195810658,0.587321455,27164,0,28.57361893,5,19,106,77,31,0.367799569,0.243373583
0.102305424,0.206921854,0.567400881,20430,0,29.97852249,4,16,72,56,17,0.357343769,0.253303965
0.022746627,0.184704998,0.586544963,11832,0,31.17051743,3,12,55,49,8,0.436490041,0.260649087
0.001823423,0.172387047,0.465303997,7681,0,31.97126373,3,12,41,36,4,0.538685282,0.267152714
0,0.190204082,0.417475728,5562,0,32.27400566,3,12,23,22,1,0.575782313,0.270406329
0,0.186974135,0.392132298,3991,0,32.44510803,3,9,13,15,1,0.628544718,0.278125783
0,0.182753726,0.333333333,3462,0,32.29167984,3,0,5,13,1,0.694464159,0.290294627
0,0.19834308,0.28008089,2967,0,32.33216309,2,0,5,4,0,0.76705653,0.285136502
0,0.247240618,0.221606648,2166,0,32.34367538,0,0,0,0,0,0.823399558,0.293628809
0,0.207207207,0.371007371,814,0,32.1929483,0,0,0,0,0,0.75975976,0.346437346
0,0.191693291,0.502298851,870,0,37.25609879,0,0,0,0,0,0.488817891,0.359770115
0,0.15664557,0.62641852,2203,0,38.22066208,0,0,4,0,0,0.382911392,0.330458466
0,0.157836645,0.732648962,4481,0,38.59470001,0,0,6,0,0,0.355960265,0.213791564
0,0.154091816,0.72830915,6754,0,38.96375549,0,0,7,0,0,0.345708583,0.174415161
0.005816971,0.150239234,0.722024984,7605,0,39.4077012,0,0,7,2,0,0.334290271,0.169625247
0.055604228,0.140175219,0.727790698,8600,0,39.89040974,0,0,7,2,0,0.311889862,0.169534884
0.141706335,0.134945055,0.723521601,9791,0,40.01289948,0,0,9,2,0,0.290989011,0.163721785
0.232449784,0.103356677,0.733879533,13182,0,40.6871347,0,0,15,2,0,0.260444337,0.111819147
0.303440188,0.10129261,0.714483549,20941,0,41.22253998,0,0,16,2,0,0.266415008,0.082135524
0.340545104,0.098919226,0.711646628,19379,0,41.55932343,0,0,14,2,0,0.266609784,0.082924816
0.339344439,0.095177074,0.706852461,19161,0,41.74060303,0,0,12,2,0,0.275104846,0.089870049
0.295513194,0.091929911,0.700478105,18406,0,41.80833206,0,0,12,2,0,0.279923495,0.091817885
0.219427222,0.100454398,0.693454942,17433,0,41.78821167,0,0,11,2,0,0.307854593,0.090862158
0.12802517,0.110461115,0.663898863,13368,0,41.74575958,0,0,10,2,0,0.479353063,0.112507481
0.004077094,0.228187919,0.295302013,7301,0,41.51923328,0,0,4,2,0,0.684563758,0.275167785
6.677474888,0.162193325,0.606477501,48846,0,11.42627407,27,65,255,220,83,0.343347639,0.304548991
6.750159897,0.162750309,0.609405321,55139,0,11.74025829,28,68,247,256,111,0.336999711,0.285986325
6.494120367,0.157358989,0.61270865,59849,6.68E-05,11.67947791,31,73,249,288,106,0.326191806,0.276261926
6.120338157,0.149308705,0.610806233,59040,6.78E-05,10.84520592,32,80,257,320,113,0.327258734,0.27151084
5.645015188,0.13992905,0.590322482,65244,6.13E-05,10.17219896,36,93,310,357,136,0.35840982,0.270461652
5.205759555,0.141892875,0.576714183,62785,6.37E-05,10.44482327,34,109,316,371,146,0.356026883,0.265620769
4.988127003,0.139633793,0.583187391,61097,6.55E-05,12.24255013,33,102,327,380,163,0.371537463,0.260634728
5.000571348,0.140232488,0.591203897,66916,5.98E-05,13.43639317,30,96,345,369,168,0.364932634,0.25520055
5.081450391,0.148059905,0.594652893,68149,0,14.1703944,26,92,337,364,185,0.357513615,0.256041908
5.008488552,0.158654667,0.602489746,69485,0,15.47338818,19,79,327,330,208,0.330040731,0.254443405
4.658950505,0.165366991,0.622844966,62412,0,16.65392815,18,81,364,324,198,0.318353565,0.250080113
4.020500906,0.179664482,0.650567197,60561,0,16.88795906,21,74,373,324,191,0.291714269,0.239262892
3.262589397,0.202238635,0.675936497,56060,0,18.18762154,21,65,364,328,195,0.275336937,0.227024616
2.586576597,0.203882501,0.688430032,53224,0,19.84960846,22,47,343,298,193,0.274879738,0.222418458
2.041616681,0.204320931,0.687481693,54624,0,18.85922333,22,35,320,269,159,0.272735666,0.229313122
1.590360256,0.208670413,0.679932895,56032,0,16.36439659,14,34,288,243,150,0.267430371,0.230279126
1.286260862,0.211726487,0.679504366,55202,0,18.01472816,11,35,276,211,133,0.283731786,0.230553241
1.114749364,0.208305519,0.668790853,48803,0,20.54078857,12,35,240,173,120,0.29469838,0.239227097
0.990759052,0.215076895,0.659937143,45818,0,22.42013649,12,40,215,158,95,0.294214573,0.24335414
0.828311712,0.217177072,0.641800587,34411,0,24.5370816,10,34,158,126,64,0.325017152,0.255092848
0.608985941,0.210750193,0.618458537,25625,0,26.60916809,9,27,127,103,53,0.352590874,0.247804878
0.379081562,0.191628668,0.613385073,18812,0,28.06187668,9,20,96,81,29,0.351689466,0.245800553
0.197124686,0.195753059,0.612264083,13829,0,29.24404633,7,17,81,67,20,0.358458726,0.251138911
0.070965494,0.176896013,0.597350615,10493,0,30.29259735,4,12,53,44,8,0.427286943,0.243209759
0.011738782,0.169429098,0.463987266,7539,0,31.02414352,3,12,35,36,4,0.536116227,0.260512004
0.000604904,0.184411765,0.412054795,5475,0,31.59446884,3,11,16,21,2,0.568529412,0.267579909
0,0.174233129,0.326494202,3363,0,32.09566818,3,0,5,13,1,0.67402863,0.290217068
0,0.241758242,0.210124164,2094,0,32.30937103,0,0,0,0,0,0.736263736,0.289398281
0,0.180952381,0.208080808,495,0,31.99490227,0,0,0,0,0,0.533333333,0.317171717
0,0.166666667,0.313953488,430,0,33.47834366,0,0,0,0,0,0.479166667,0.31627907
0,0.255474453,0.38641189,471,0,36.05555771,0,0,1,0,0,0.394160584,0.326963907
0,0.194029851,0.516129032,620,0,36.644785,0,0,1,0,0,0.425373134,0.329032258
0,0.141210375,0.668737737,3058,0,37.19623199,0,0,2,0,0,0.351585014,0.308698496
0,0.085379783,0.758687571,6187,0,37.6851918,0,0,7,0,0,0.224157624,0.202844674
0,0.076742233,0.749090909,9075,0,38.06392548,0,0,10,0,0,0.215785055,0.175096419
0.014317398,0.08327214,0.740803006,10112,0,38.5539752,0,0,10,2,0,0.227493024,0.172863924
0.080677775,0.087867178,0.744044559,11670,0,39.17603409,0,0,11,2,0,0.226181354,0.1781491
0.17858681,0.086329145,0.734652269,13243,0,39.82864578,0,0,13,2,0,0.221296181,0.175715472
0.278397546,0.088916659,0.74015544,15440,0,40.45010056,0,0,16,2,0,0.24685187,0.116839378
0.358162275,0.09819209,0.71454035,22441,0,41.09477142,0,0,18,2,0,0.26740113,0.088676975
0.400805058,0.095774014,0.709830739,20619,0,41.45965836,0,0,12,2,0,0.267458218,0.090644551
0.397512902,0.091333949,0.706069195,20464,0,41.74785248,0,0,11,2,0,0.276886684,0.097195074
0.349392822,0.088501488,0.700382946,19585,0,41.77616028,0,0,11,2,0,0.280750774,0.095634414
0.266084427,0.097067095,0.698541678,18583,0,41.67608109,0,0,11,2,0,0.306468461,0.091589087
0.16379911,0.105504587,0.673997149,14733,0,41.53476929,0,0,7,2,0,0.462385321,0.112536483
0.068430088,0.120232172,0.465517241,2842,0,41.37476303,0,0,7,2,0,0.52238806,0.172413793
0.009018585,0.176630435,0.369565217,18032,0,41.10641403,0,0,4,2,0,0.611413043,0.304347826
0.000296661,0.451612903,0.451612903,1519,0,40.8743898,0,0,3,2,0,0.548387097,0.451612903
6.510720367,0.163953317,0.603056455,55620,0,11.68217567,29,69,236,193,77,0.342857143,0.292718447
6.385147931,0.161546235,0.610337842,61212,0,12.00733097,30,68,250,225,100,0.33847903,0.281513429
5.980732478,0.15628837,0.612502132,64501,6.20E-05,11.97774879,32,73,251,261,113,0.332147242,0.272941505
5.51609549,0.149661528,0.608699188,61477,6.51E-05,11.72824806,35,79,241,290,108,0.332273061,0.266376043
5.021341668,0.138919948,0.583202861,60677,6.59E-05,10.5204726,37,90,260,335,156,0.358375389,0.270333075
4.542249739,0.140338963,0.570955283,56444,7.09E-05,10.60190971,38,102,290,358,162,0.353283335,0.262348522
4.258425863,0.142032615,0.579438559,53897,7.42E-05,12.70523346,34,106,327,367,169,0.366395896,0.25264857
4.217049731,0.146696252,0.594241315,60361,6.63E-05,13.75684303,30,103,361,359,170,0.348509752,0.244876659
4.293731533,0.158450792,0.595277502,63441,6.31E-05,14.3799987,24,98,348,350,211,0.338432266,0.247143015
4.262933924,0.172786792,0.60276069,65998,6.06E-05,15.12704643,20,80,355,331,186,0.310532309,0.247992363
3.980973735,0.180135964,0.624179016,60598,6.60E-05,15.76841316,22,81,367,313,183,0.297628917,0.244050959
3.425750128,0.192839067,0.646255703,58302,6.86E-05,15.64008312,25,74,358,329,190,0.274331441,0.235189187
2.805346969,0.204850322,0.673878332,56991,7.02E-05,16.6206926,24,65,346,325,189,0.275937855,0.220526048
2.308851004,0.198215303,0.680898368,53074,7.54E-05,17.51495399,24,49,317,291,180,0.274697804,0.218732336
1.914423552,0.196245555,0.685237389,53920,0,16.81766846,21,37,313,263,148,0.279622464,0.22490727
1.58938596,0.197962972,0.680239395,56977,0,15.6419191,13,38,278,228,147,0.277661082,0.228443056
1.423170642,0.201442869,0.679628865,58092,0,17.71180496,12,36,255,194,123,0.288573896,0.230324313
1.380632174,0.199175064,0.673693911,53174,0,20.44939995,13,36,229,155,110,0.296672572,0.237070749
1.312940469,0.201158639,0.660713133,46471,0,22.32300995,11,41,196,140,94,0.303942287,0.246691485
1.158575498,0.201144201,0.646333586,35607,0,24.00583389,11,40,165,116,56,0.312730578,0.256634931
0.926268152,0.199448666,0.626282438,26512,0,25.93675026,10,30,134,95,49,0.334376397,0.249811406
0.629447747,0.173439605,0.620767123,18250,0,27.39955933,9,26,105,84,30,0.331724293,0.243013699
0.3491921,0.172308188,0.618735284,11892,0,28.65342384,8,17,80,68,21,0.348807221,0.241759166
0.149860681,0.166977612,0.592527084,9046,0,29.59680527,6,15,43,55,15,0.407416045,0.234026089
0.046399624,0.165533651,0.463917526,7178,0,30.29912277,3,11,28,40,5,0.429979606,0.259682363
0.005923631,0.192068429,0.416602613,5204,0,30.88053452,3,10,16,22,3,0.356920684,0.269023828
0,0.172043011,0.527363184,201,0,35.11824615,0,0,1,0,0,0.580645161,0.273631841
0,0.147186147,0.514018692,428,0,35.67656281,0,0,1,0,0,0.515151515,0.296728972
0,0.091958234,0.754420114,6165,0,36.84903336,0,0,7,0,0,0.208829456,0.202270884
0,0.08093113,0.743988239,9523,0,37.50452002,0,0,13,0,0,0.207092027,0.173789772
0.01741369,0.085243784,0.736413806,10691,0,38.16991013,0,0,13,2,0,0.213217092,0.169956038
0.087843499,0.089416566,0.738532481,12361,0,38.9370575,0,0,15,2,0,0.212132455,0.177170132
0.189444861,0.086112201,0.731089422,13934,0,39.7011853,0,0,16,2,0,0.216065124,0.17647481
0.292047951,0.091884008,0.740642722,15870,0,40.44922501,0,0,15,2,0,0.248627316,0.117391304
0.372027366,0.101230304,0.717064545,22620,0,41.13746521,0,0,13,2,0,0.268238722,0.087488948
